id,word
689,We|got|us So|we|got We|took|us We|put|together We|opened|us We|get|us We|<unk>|<comma> So|we|<unk> We|have|been We|<unk>|us And|we|<unk> We|set|us So|we|moved We|made|us So|we|created And|we|got We|<unk>|we And|so|we And|we|put We|went|and We|actually|we We|let|'s We|'re|we We|take|together We|moved|<comma> We|did|we So|we|put And|we|'ve We|created|together And|we|took We|bring|us So|we|opened We|put|around So|we|took We|put|out We|'ve|<unk> So|<comma>|we We|<unk>|together We|make|us We|moved|to We|went|to We|run|us We|started|and And|we|went So|what|we We|leave|us We|also|we We|do|we We|<unk>|. We|<unk>|<unk> We|went|<comma> We|enter|us We|brought|us We|<unk>|of We|showed|us We|added|us We|put|the And|we|opened And|we|created We|got|we We|turned|us And|we|moved We|collected|us We|received|us We|open|us We|do|<comma> We|add|us We|put|up We|<comma>|we So|we|taken We|got|to We|was|we We|did|you Now|<comma>|we We|did|they We|moved|and So|we|started We|put|about We|turn|together And|what|we We|started|to So|we|went We|cut|together We|<unk>|around So|we|set We|'ve|took We|<unk>|to We|moved|us We|spend|us We|follow|us We|started|<comma> And|we|get We|moved|together So|we|had And|we|'re And|we|did We|managed|<comma> We|go|together And|we|have We|can|we
690,In|space|<comma> The|room|was In|the|room The|space|was And|in|space In|the|space There|was|a In|room|<comma> In|space|a There|was|the In|the|thing in|space|was And|in|the In|space|there There|was|this It|was|a This|was|a There|was|it So|in|space At|space|<comma> There|was|there At|the|room It|was|<comma> <unk>|was|a In|some|of And|in|room So|in|the in|the|young It|was|the And|there|was On|space|was In|space|it And|the|room There|was|some So|<comma>|in Now|<comma>|in This|was|the In|<unk>|was and|in|the There|was|that The|thing|was In|the|<unk> In|space|that And|this|was In|the|part It|was|there In|space|one The|space|had It|was|one In|the|little In|space|is A|young|<comma> And|on|space So|there|was In|space|the In|the|same In|this|room You|know|is Now|in|space In|space|this And|<comma>|in The|room|is So|in|room You|'ve|was You|know|man You|know|guy The|room|had In|a|young And|at|the At|the|space There|was|n't That|was|a In|space|-- In|that|was There|was|you In|space|they It|was|this In|it|<comma> It|was|some You|know|<comma> What|was|a and|in|space In|space|in <unk>|<comma>|in We|had|a In|space|some This|is|a In|part|of And|the|space The|space|is In|the|best In|the|planet In|space|we In|life|was It|was|that And|it|was In|room|a The|space|<comma> In|the|one There|was|in
691,He|went|to He|was|the He|went|on He|was|in He|was|<unk> He|was|a He|went|from He|was|on He|went|the And|he|was He|went|in And|he|went He|was|at He|took|the He|went|back He|went|at He|was|doing He|went|off So|he|was He|was|my He|went|into He|went|<unk> He|went|down He|went|out He|went|this He|went|with He|went|up He|was|getting He|went|<comma> He|was|going He|went|and He|got|the He|was|<comma> He|was|working He|was|taking He|was|wearing He|came|on He|went|for He|was|that He|was|looking He|went|my He|was|when He|went|ahead He|<unk>|the He|walked|in So|he|went He|came|in He|went|that He|<unk>|my He|had|the He|was|actually He|was|he He|<unk>|in He|came|to He|was|running He|was|to He|went|it He|was|like He|was|born He|got|a He|was|walking He|was|having He|was|got He|went|along He|went|home He|went|a and|he|was He|sent|the He|said|<comma> He|got|this He|was|off He|went|away He|then|went He|actually|was He|was|making He|was|leaving He|used|to He|was|just He|went|through He|took|to He|actually|went He|went|when He|got|<unk> He|was|back He|<unk>|his He|was|saying He|took|a He|got|his He|was|this He|was|an He|went|there He|<comma>|he He|left|the He|was|growing He|was|then He|got|it He|went|his He|took|<unk> He|was|from He|took|my
692,There|was|no There|was|n't There|was|not There|were|not There|were|n't There|'s|not There|has|n't There|was|a There|is|no There|are|n't It|was|not There|did|n't It|was|n't There|'s|a There|has|no There|was|there And|there|<comma> there|was|not There|was|nothing There|'s|no They|did|n't You|know|there There|'s|been You|had|no So|there|was There|'s|got You|did|n't there|was|n't You|'ve|had And|there|there And|there|was There|<comma>|there and|there|was There|would|n't There|was|it And|there|were There|had|been There|was|had You|have|no There|have|n't There|was|<unk> There|was|<comma> There|is|n't There|were|a There|was|the There|'s|there There|was|did We|did|n't There|was|really There|'s|had There|was|actually There|was|been And|there|had You|have|n't There|have|no You|had|n't There|were|there There|was|something You|'ve|did It|has|no There|was|nowhere There|had|no There|'s|did There|had|a There|has|a No|work|there There|'s|just There|were|no There|there|was It|did|n't It|was|no And|there|did No|job|there There|has|there But|there|was There|was|nobody There|was|never There|had|it So|there|were It|had|no There|was|none There|was|pretty There|was|an There|was|absolutely It|was|there There|has|not And|there|has And|it|was No|job|<comma> There|has|it It|was|a There|was|one They|'ve|had It|had|n't There|actually|no There|'s|n't There|was|got There|is|not You|do|n't There|was|just
693,They|got|people They|found|people They|made|people They|created|people They|had|people They|started|people You|got|people They|were|people They|took|people They|showed|people You|'ve|got They|<unk>|people They|did|people They|'ve|got You|found|people They|'ve|created They|came|they They|came|on They|were|the You|'ve|were They|'ve|found They|came|to They|became|people And|they|got They|brought|people They|were|doing You|did|people You|created|people You|'ve|made You|'ve|showed You|'ve|'ve They|have|people You|'ve|found They|'ve|been They|were|<unk> They|make|people They|showed|the They|come|to They|did|the They|put|people You|'ve|created They|showed|you They|came|you You|'ve|did They|met|people They|saw|people They|was|people they|got|people They|'ve|come They|received|people They|showed|that They|gave|of They|were|in You|'ve|came They|'ve|made You|showed|of You|were|the They|were|a You|have|people And|they|showed They|give|people They|<unk>|are You|had|people They|turned|people And|they|found They|<unk>|were You|took|people You|<unk>|people You|'ve|<unk> They|were|making You|saw|people They|led|people They|did|they They|'ve|<unk> They|kept|people They|gave|people They|were|looking You|were|what They|showed|them They|came|it They|came|in They|showed|of So|they|got And|they|created They|played|people They|looked|at they|were|people They|got|the They|used|to They|managed|people They|meet|people They|'ve|had They|added|people They|were|<comma> You|made|people They|become|people They|get|people They|did|<unk> And|they|made They|asked|people
694,But|this|story But|that|story But|this|is But|this|history But|the|story But|that|history But|this|was But|it|is And|this|story But|there|is But|these|history But|this|has But|those|history but|this|story But|this|one But|<comma>|this But|these|story But|this|a But|this|picture But|those|story But|this|<unk> But|that|is But|that|was But|one|story But|there|'s But|this|<comma> But|that|'s But|this|person And|that|story Now|this|story But|that|has But|here|<comma> But|this|photo But|this|photograph But|this|kind But|this|example But|this|tale But|this|became But|a|different But|the|history But|this|narrative So|this|story But|I|got But|this|the But|this|idea But|this|project But|this|question But|this|particular But|of|course But|this|life But|that|a But|this|an But|so|much But|this|time But|that|one But|this|'s But|that|person But|this|thought And|this|history but|that|story And|that|history But|this|part But|of|the But|<comma>|that But|this|city But|this|piece But|that|<unk> But|this|thing But|this|model But|this|whole But|this|town But|there|was But|that|<comma> But|this|sort And|this|is But|this|might But|this|figure But|this|guy But|this|for but|this|history But|this|problem But|this|of But|this|happened But|this|had But|that|became But|this|dad But|this|brain But|now|<comma> But|that|picture But|this|- But|all|of But|this|would But|that|example But|this|building But|this|. But|this|itself But|in|the But|that|narrative But|this|line But|this|A
695,In|<unk>|<comma> And|in|<unk> In|<unk>|<unk> There|are|the In|<unk>|of You|know|the In|<unk>|the <unk>|are|the In|<unk>|are So|in|<unk> Now|<comma>|in In|<unk>|they in|<unk>|are This|is|the The|most|of They|are|the It|'s|<unk> <unk>|<comma>|in In|<unk>|. In|<unk>|and So|<comma>|in They|'re|<unk> In|<unk>|'s And|<unk>|<comma> Now|in|<unk> In|<unk>|-- In|<unk>|is These|are|the In|<unk>|terms At|<unk>|<comma> In|<unk>|to You|know|<comma> <unk>|in|<unk> The|<unk>|are In|<unk>|- and|in|<unk> But|in|<unk> There|are|that The|largest|are In|<unk>|that The|largest|have In|<unk>|in There|is|the In|<unk>|you In|<unk>|it In|terms|of This|is|in On|<unk>|<comma> They|have|the There|'s|largest In|<unk>|we In|<unk>|there The|largest|get In|many|people In|<unk>|words In|<unk>|comes There|are|you There|are|this It|is|the The|world|is in|<unk>|is You|know|in In|<unk>|who You|'re|<unk> You|know|that The|largest|in In|<unk>|or in|<unk>|<comma> There|are|<unk> In|<unk>|] In|<unk>|with In|<unk>|people In|high|- And|in|of So|in|the It|has|the In|<unk>|these In|<unk>|a What|is|the If|you|have Well|<comma>|the And|<comma>|the In|<unk>|things There|are|it In|<unk>|for In|<unk>|time Today|<comma>|in In|<unk>|; In|<unk>|all <unk>|<unk>|in The|<unk>|is In|<unk>|their In|<unk>|' This|is|<unk> In|these|<comma> In|<unk>|history In|the|largest In|<unk>|around There|are|they You|see|the
696,<unk>|understood|the So|<unk>|the <unk>|seemed|to The|opportunity|<comma> The|<unk>|the <unk>|helped|the <unk>|did|the <unk>|realized|<comma> And|<unk>|was And|<unk>|understood <unk>|noticed|the The|chance|<comma> <unk>|found|<comma> And|that|point <unk>|helped|it Now|<comma>|<unk> And|<unk>|helped <unk>|was|the <unk>|was|<unk> You|know|the And|<unk>|did <unk>|also|<comma> <unk>|thought|about <unk>|understood|that <unk>|<unk>|was <unk>|found|<unk> And|<unk>|found <unk>|did|it So|the|opportunity And|the|opportunity And|of|course And|<unk>|<unk> <unk>|thought|<comma> and|<unk>|<comma> <unk>|found|the They|realized|<comma> And|so|<comma> <unk>|realized|the And|so|<unk> So|<unk>|<comma> And|the|<unk> <unk>|understood|<comma> The|same|thing They|found|the <unk>|<comma>|<unk> This|was|the <unk>|<unk>|did And|<unk>|realized <unk>|helped|<unk> <unk>|find|the <unk>|looked|at <unk>|noticed|<unk> The|opportunity|the <unk>|understood|this <unk>|made|of <unk>|is|- There|was|the And|<unk>|<comma> And|<comma>|the <unk>|saw|the <unk>|liked|the <unk>|helped|that So|<comma>|<unk> And|<unk>|seemed What|was|the <unk>|did|that And|that|time <unk>|aware|of And|<unk>|noticed <unk>|reminded|of <unk>|the|other You|know|that In|the|opportunity <unk>|felt|the In|<unk>|was And|the|chance You|know|<comma> <unk>|understood|to <unk>|realized|<unk> <unk>|<unk>|understood Well|<comma>|the <unk>|turns|out And|<unk>|thought <unk>|helped|out They|did|the So|<unk>|in <unk>|discovered|the <unk>|noticed|that And|it|was And|<unk>|the Clearly|<comma>|the <unk>|helped|a <unk>|explain|the <unk>|did|this Now|<comma>|the <unk>|started|the and|the|opportunity And|in|the <unk>|helped|<comma> <unk>|appeared|<comma>
697,He|<unk>|a He|was|a He|<unk>|an He|was|<unk> And|he|<unk> He|was|an And|he|was He|got|a So|he|<unk> It|was|a He|had|a So|he|was He|would|be He|took|a He|was|the He|gave|a He|'s|<unk> He|'ll|of He|'s|a This|is|a He|kind|of He|was|called He|gets|a He|<unk>|for He|went|to He|<unk>|the He|got|an He|said|a He|actually|<unk> You|know|<comma> He|<unk>|on He|plays|a He|<unk>|one He|<unk>|with He|<unk>|at He|put|a It|<unk>|<unk> It|was|<unk> He|used|to He|gave|up He|sort|of He|went|on He|did|a He|was|something and|he|<unk> He|was|about He|<unk>|<unk> He|called|a He|<unk>|<comma> He|took|an He|said|<comma> He|<unk>|to It|<unk>|was His|<unk>|a Now|<comma>|he He|does|a He|used|a He|just|a It|<unk>|is He|was|in He|takes|a He|<unk>|in He|<unk>|up It|'s|<unk> That|was|a This|was|a He|was|some His|<unk>|<comma> And|he|'s He|was|at He|gave|it He|had|<unk> He|'d|have It|was|the He|was|actually He|kept|a He|built|a He|<unk>|some <unk>|a|<unk> He|gave|out He|was|like So|he|'s And|it|was He|<comma>|he They|<unk>|a He|started|a He|was|<comma> He|in|the He|puts|a He|told|<comma> He|really|<comma> He|was|just He|is|a It|was|an He|'s|one He|was|on and|he|got He|brought|a He|was|for It|<unk>|<comma>
698,He|began|to He|started|<unk> He|started|to He|started|a And|he|started He|started|with He|started|in He|was|<unk> He|was|he And|he|began He|began|<unk> So|he|started He|started|making He|started|at He|began|<comma> He|started|doing So|he|began He|began|for He|started|back He|started|<comma> He|was|it He|was|the He|started|like He|started|the He|took|<unk> He|started|looking He|went|to He|was|a He|started|on He|actually|started He|started|for He|got|<unk> He|began|with He|began|by He|started|by He|started|going He|started|getting He|began|at He|is|he He|used|to He|began|in He|started|off and|he|started He|was|this He|started|writing He|was|that He|started|using He|began|and He|started|building He|started|out He|started|talking He|started|up And|he|was He|started|putting He|started|and He|started|saying He|started|being He|took|a He|took|back He|started|an He|started|working and|he|began He|began|a He|<unk>|was He|started|trying He|started|high He|started|taking He|has|started He|'s|started He|started|that He|goes|to he|began|<comma> He|got|to It|started|<unk> He|started|more He|started|paying He|<unk>|<comma> He|starting|to He|began|on He|started|actually He|took|to He|started|into He|began|the He|started|school So|he|was They|started|<unk> He|talked|about He|started|from He|started|studying He|started|able He|started|very He|was|back He|started|growing He|began|from He|started|one He|began|back He|started|down He|began|then He|was|in He|start|to
699,How|does|this How|does|that How|does|these So|how|does How|do|this How|does|the How|does|those How|is|this What|is|this What|does|this How|does|it How|is|that So|<comma>|how What|does|that How|do|that What|is|that So|what|does How|is|the Now|<comma>|as So|what|is How|does|they So|<comma>|what So|what|'s How|does|all How|do|these How|do|the What|does|these Why|does|this What|does|the So|<comma>|as Why|does|that So|how|do So|<comma>|How So|how|is How|do|those How|is|it How|does|we How|are|the And|how|this What|is|these How|does|a How|did|this So|<comma>|so What|do|this How|are|why How|will|be Well|<comma>|how How|is|these How|<unk>|of So|<comma>|like How|does|you How|are|how How|does|I How|does|<comma> How|'s|going How|would|be What|are|this Now|<comma>|what What|does|those What|is|it How|are|<comma> How|does|there Why|is|this What|is|the How|do|it Now|<comma>|like So|how|'s So|<comma>|why How|much|of How|'s|a How|<unk>|<comma> How|does|of How|does|<unk> How|does|your What|do|that Now|<comma>|why Now|<comma>|of What|is|those What|'s|a Now|how|does So|now|<comma> Well|<comma>|what What|'s|doing And|how|that How|are|what How|'s|doing And|how|does How|did|that So|how|are And|what|is What|are|that It|'s|a It|'s|the How|can|this What|does|it How|does|some What|'s|going So|<comma>|<comma> Why|does|<comma> How|many|of
700,What|makes|the What|does|the What|is|the So|what|makes What|is|what What|makes|it What|'s|the What|makes|this So|what|does What|does|a What|does|it What|does|that What|makes|all What|does|this What|makes|that So|what|is What|do|the What|'s|how What|makes|a So|<comma>|what What|'s|what Which|is|the What|is|how What|happens|<comma> What|does|some So|what|'s What|does|things What|is|<comma> What|do|you What|'s|doing What|'s|a What|do|it What|happens|to What|is|that What|makes|your What|happens|. And|what|makes What|kind|of What|is|a What|is|doing What|makes|you Now|what|makes What|makes|these What|'s|<comma> What|does|<comma> What|make|the What|are|doing Now|<comma>|what What|makes|those What|does|something What|does|you What|is|all What|is|going What|has|the What|'s|things What|makes|our What|'s|where How|does|the What|is|really What|is|something What|do|this What|'s|all What|doing|the Well|<comma>|what What|is|this What|makes|<unk> So|what|do What|is|happening What|'s|something What|does|my What|makes|them So|what|happens What|would|be What|will|do What|is|actually What|do|that What|'s|kind What|'s|<unk> What|do|they What|do|we What|do|a What|happens|the What|'s|this But|what|makes What|'s|good What|is|some What|does|n't What|makes|what What|does|all What|does|good Which|makes|the What|does|these What|makes|most What|'s|going What|'s|about And|what|is What|is|where Well|what|makes Which|makes|this What|does|what
701,And|I|believe I|believe|it So|<comma>|I And|I|think So|I|believe I|think|<comma> So|I|think and|I|believe So|this|is This|is|it I|believe|that Now|<comma>|I It|is|it But|I|believe So|that|is I|believe|this And|it|is I|think|is So|it|is I|think|of It|'s|the I|think|I And|<comma>|I And|that|I It|is|this Well|<comma>|I It|is|that It|'s|used And|so|I I|think|it And|this|case What|I|believe This|is|he It|'s|using This|is|that This|is|this But|I|think I|think|to And|I|do And|so|<comma> It|'s|to I|think|that <unk>|<comma>|I I|do|it I|think|about You|know|<comma> I|believe|<comma> It|'s|<unk> It|was|<comma> So|there|is I|believe|there And|that|it So|I|do So|<comma>|so You|know|it And|this|<comma> So|it|means And|I|'m It|is|he and|so|I It|is|the I|think|he So|what|I In|fact|<comma> And|so|thing I|think|and And|that|is <comma>|I|believe Now|I|believe So|<comma>|and It|is|a I|believe|they I|believe|she and|I|think And|he|believe I|believe|he As|I|believe Which|I|believe So|he|is And|this|way He|believe|think It|'s|a It|is|<comma> I|think|they And|then|<comma> And|that|<comma> And|so|is This|is|the And|I|guess And|what|I This|is|they And|so|<unk> But|this|is This|is|she so|I|believe And|there|<comma> I|see|it It|'s|actually And|so|that I|think|this
702,It|'s|the It|is|the This|is|the And|it|'s It|'s|a So|this|is And|this|is It|'s|<unk> It|was|the This|is|that So|it|'s This|is|this This|is|it So|it|is It|'s|called So|<comma>|and And|it|is This|is|<unk> It|'s|that The|<unk>|<comma> So|<comma>|it It|is|a There|is|the That|'s|the So|that|'s It|is|<unk> So|<comma>|I So|there|is The|<unk>|is That|is|the This|is|a He|'s|the It|'s|actually It|'s|just There|'s|the So|that|is It|'s|an and|this|is Now|<comma>|it You|know|that But|it|is So|there|'s They|'re|the And|there|is It|'s|all and|it|'s It|turns|it It|'s|in You|know|it and|it|is So|the|<unk> It|'s|at And|that|case It|'s|like That|'s|<unk> So|it|was This|is|there The|most|of And|so|it You|know|<comma> This|is|you But|this|is You|can|be It|'s|this So|<comma>|the There|are|the It|'s|really It|has|been It|is|an That|is|it This|is|n't I|believe|is It|'s|about It|matters|<comma> It|is|called It|is|what I|think|about Now|<comma>|and It|makes|it <unk>|is|the <unk>|<comma>|I So|<comma>|<unk> It|'s|been So|<comma>|that It|’s|the It|<unk>|<comma> This|is|he So|<comma>|this It|also|<comma> It|can|be She|'s|the And|so|this There|'s|a The|<unk>|<unk> It|has|the What|is|the It|might|be So|<comma>|you It|'s|what That|is|that
703,It|<unk>|young So|it|is It|creates|young It|'s|the It|was|the It|turns|out So|this|is It|reminds|young There|is|the And|it|<unk> It|turns|it And|this|is It|reminded|of It|<unk>|English It|kind|of It|studied|young It|'s|that It|reminded|is It|'s|<unk> It|made|young It|was|a It|describes|young And|it|'s So|it|was It|tells|young It|sounds|young It|is|the It|makes|young It|all|<comma> It|<unk>|the It|helped|it And|it|was This|is|the It|'s|this So|it|<unk> It|looked|at It|inspired|young It|has|young It|provides|young It|'s|doing It|very|young It|is|<unk> It|'s|it And|it|turns It|<unk>|poor It|sort|of There|is|a So|<comma>|young It|created|young There|'s|<unk> And|it|is It|smells|of It|designed|young There|was|<unk> It|'s|a It|does|it And|this|was So|there|<unk> It|raises|young It|appeared|<comma> It|is|a It|puts|young It|creates|English It|was|how There|was|that It|seems|to It|helped|to And|this|<unk> It|was|<unk> This|is|a It|leads|young It|represents|young It|turns|this And|it|creates It|<unk>|a It|seemed|to It|informed|young It|is|very It|drives|young It|just|young So|there|that This|is|<unk> So|there|is Now|<comma>|it and|this|is and|there|is It|helped|<comma> It|'s|all And|it|reminded And|that|<unk> So|that|is So|it|'s And|there|<unk> It|would|they It|<unk>|for Well|<comma>|it and|it|<unk> There|is|young And|there|is There|is|that
704,You|can|teach And|you|can So|you|can You|can|pay They|can|teach You|can|learn You|see|young You|can|ask We|can|teach It|can|teach You|can|kill You|can|save You|'re|young You|can|take You|can|<unk> You|can|be You|can|support You|can|ready You|may|teach You|'ve|can You|know|<comma> You|are|young You|can|protect You|can|get You|can|use You|can|stop You|ca|n't You|can|actually You|can|fight You|can|read You|can|do You|can|listen You|could|teach and|you|can You|can|pray You|can|love You|have|young You|can|have You|'ll|teach You|can|share You|can|<comma> You|can|want You|can|communicate You|can|go You|can|respect You|can|tell You|can|just Now|<comma>|you You|can|demand You|could|we You|can|then You|can|offer You|can|start You|can|hope You|can|sing You|can|accept You|can|need Do|you|can This|can|teach You|can|decide You|can|help You|find|young Now|you|can You|can|money You|can|for You|can|to You|just|can You|can|men You|can|celebrate You|can|raise Well|<comma>|you You|can|learning There|are|to You|can|wait You|will|teach You|'re|a You|can|think You|can|reading You|could|be You|ca|people You|can|really You|can|pick You|can|please I|can|teach You|could|you You|can|see You|can|wonder You|can|enjoy You|can|feed You|can|put People|can|teach You|make|young You|can|recommend You|have|a You|can|the You|can|meet You|can|thank You|may|be You|can|are You|can|give
705,So|<unk>|<unk> So|<comma>|so So|<unk>|is So|<unk>|has So|<unk>|means So|<unk>|a So|<unk>|<comma> So|<unk>|was So|<unk>|the So|the|<unk> So|<unk>|got So|<unk>|'s And|so|<unk> So|<unk>|of So|<unk>|have So|he|looked So|in|the So|<unk>|does So|<unk>|looked So|<unk>|an And|so|<comma> So|<unk>|saw So|then|saw And|so|the So|<comma>|this So|<unk>|in And|so|what So|he|saw So|what|<unk> So|this|means So|<unk>|- So|<unk>|had So|<comma>|then So|<unk>|said So|<comma>|therefore So|there|'s So|this|is So|<unk>|made So|on|the So|there|is So|for|<unk> So|that|was So|<comma>|So So|<unk>|designed So|<unk>|some So|<comma>|now And|so|then So|that|'s So|it|looked So|an|opportunity So|<unk>|created So|basically|<comma> So|now|is So|<unk>|something So|there|was So|<unk>|just So|<unk>|did So|<unk>|on So|<unk>|started So|some|opportunity So|<comma>|that So|<unk>|basically So|a|<unk> So|that|means So|he|was So|this|was So|<comma>|I So|for|a So|<unk>|one And|so|is So|<comma>|and So|you|saw So|we|saw So|<unk>|showed So|why|<unk> So|of|<unk> So|the|thing So|<unk>|called So|<unk>|kind So|something|looked So|called|<unk> So|<unk>|invented So|actually|<comma> So|-|<unk> So|<unk>|' So|actually|<unk> So|<unk>|actually So|a|little So|<unk>|it So|<unk>|and So|kind|of So|was|<unk> So|<unk>|play So|for|the And|so|we So|<comma>|you So|<unk>|went So|in|<unk> Now|<unk>|<comma> So|then|looked
706,He|got|a He|started|a He|took|a He|was|a He|<unk>|a He|started|with He|was|in He|began|to He|was|<unk> He|<unk>|with He|got|<unk> He|took|an He|asked|a He|had|a And|he|was He|got|to He|began|a He|was|got He|got|an He|went|with He|actually|he He|was|to He|brought|a And|he|started He|was|the So|he|got He|started|to He|used|to He|was|looking He|<unk>|an He|set|up So|he|started He|started|an He|got|it He|until|he He|went|to He|was|using He|was|doing He|sent|a He|has|a He|took|to He|brought|out And|he|got He|brought|up He|was|on He|actually|<comma> He|was|going He|was|at He|when|he He|was|an He|started|<unk> He|in|a He|was|with He|got|this He|started|in He|launched|a He|kind|of He|<comma>|he He|was|used He|took|<unk> and|he|was He|was|then He|<unk>|for And|he|<unk> He|started|for He|got|for He|then|got And|he|took He|was|getting He|set|out He|would|be He|led|to He|got|the He|also|he He|was|up He|began|with He|was|actually He|received|a He|was|until He|on|a He|in|the He|was|back He|was|asked And|he|began He|was|started So|he|was He|was|being He|was|starting He|got|him He|was|<comma> He|got|out He|to|a He|was|building He|started|there He|got|back He|began|for He|brought|it He|went|on He|was|when He|got|in
707,There|are|no There|'s|not There|is|n't There|is|there You|have|no There|'s|a There|'s|there There|are|not There|are|a And|there|are So|there|are There|is|not There|was|n't There|are|n't It|'s|not There|is|no There|has|no You|ca|n't There|are|there There|'s|all You|do|n't There|'s|n't There|is|a There|'s|no And|there|there There|'s|going There|was|there You|know|<comma> We|have|public There|'s|actually There|have|n't There|'s|still There|<comma>|there This|is|n't Now|there|are And|there|is You|have|n't There|will|be There|is|it There|'s|just So|there|is There|has|n't there|are|n't There|'s|<unk> There|are|nothing There|is|all This|is|there There|are|all We|do|n't There|we|have And|there|'s There|is|you There|are|<comma> There|does|n't There|is|<comma> There|is|that There|are|<unk> And|there|<comma> There|is|the There|'s|the You|know|the And|there|have Well|there|are Now|there|is There|'s|do There|'s|got There|is|this You|have|not There|'s|at There|is|at There|are|the There|is|I You|know|there There|are|it There|was|no There|are|never Now|there|'s there|are|there There|'s|does You|can|be There|'s|never We|ca|n't We|'ve|got There|is|we They|'re|no There|'s|<comma> There|'s|really It|'s|there There|is|<unk> I|have|no There|are|No There|has|not There|are|any There|are|is There|'s|very There|'s|have There|was|a There|are|does There|'s|did They|have|no
708,Just|like|that Just|at|the Just|the|only Just|at|least Just|that|'s And|this|is Just|on|the Just|like|this It|'s|like Just|like|the You|know|<comma> It|'s|the Just|this|is That|'s|the And|that|'s It|was|just It|'s|that It|'s|on It|does|that Just|that|is It|was|the So|<comma>|just But|this|is Just|like|it And|so|much It|'s|this There|'s|the Just|so|on Just|in|the <unk>|on|the Not|that|'s Just|the|thing It|'s|one It|'s|at Only|the|only At|least|on Just|this|just Just|to|the And|so|far Just|at|that And|there|'s I|mean|<comma> And|at|the Just|that|was Just|like|<comma> They|just|on Just|the|same Just|at|all But|it|<comma> It|is|the And|just|like But|the|only Just|for|it It|does|the and|this|is So|<comma>|only Only|at|just But|there|'s Just|with|the Only|on|the Just|like|at And|just|at At|least|<comma> It|does|it And|on|the The|only|on Only|at|least There|are|on Just|the|way It|'s|<comma> It|'s|so Just|like|on And|it|just And|just|on It|is|that So|just|like It|'s|<unk> Only|like|that So|on|the Now|<comma>|on It|was|only And|it|'s just|at|the Just|like|a And|so|on Only|that|on But|on|the Just|for|that And|that|is Just|over|the And|just|the Just|for|the Just|that|just It|'s|to Just|the|one Just|at|this So|at|the That|is|the Just|this|was and|so|on
709,They|did|n't They|'ve|had They|had|never They|'ve|been They|'ve|never You|'ve|had They|'ve|actually They|have|never You|had|never They|'ve|got They|were|never They|had|n't They|did|never They|actually|had You|'ve|never They|were|n't They|'ve|did You|did|n't You|had|n't You|have|never They|really|had They|'ve|probably They|actually|'ve They|'ve|already You|'ve|actually They|'ve|really They|actually|thought They|'ve|'ve And|they|'ve They|actually|did She|had|never They|do|n't You|have|n't They|'ve|gone You|'ve|been You|'ve|did They|have|been You|know|was They|were|not They|'ve|just And|they|had They|actually|have They|'ve|ever They|had|had You|'ve|already They|'ve|<unk> They|did|not You|'ve|got She|was|n't You|really|had You|'ve|'ve You|'ve|really They|'ve|found They|'ve|thought In|fact|<comma> There|was|never And|they|did They|'ve|also She|was|never They|'ve|not They|had|to You|'ve|ever They|are|never It|was|never They|had|ever They|'ve|all They|really|did they|'ve|had She|did|n't You|'ve|just They|was|n't They|'ve|certainly They|had|been They|'ve|done They|'ve|n't They|'ve|basically You|actually|did They|would|they They|did|have They|actually|were It|had|never they|did|n't They|were|just You|actually|thought They|all|of You|have|been You|already|<comma> They|'ve|only They|really|thought They|really|was they|'ve|'ve You|know|had You|were|n't They|had|the They|had|not You|'ve|probably They|have|n't You|know|thing You|had|had I|'ve|had
710,He|<unk>|her He|<unk>|them He|was|they He|was|she He|was|it And|he|<unk> He|<unk>|it He|<unk>|she He|<unk>|to So|he|<unk> He|was|he And|he|was He|<unk>|they He|<unk>|their He|went|to He|<unk>|<comma> He|was|her It|was|she He|<unk>|. He|was|that It|was|it It|was|they He|took|her He|gets|her It|<unk>|her He|<unk>|his He|<unk>|that He|was|this It|<unk>|them He|was|you and|he|<unk> He|<unk>|the <unk>|them|they So|he|was He|gave|her It|<unk>|they He|kind|of He|<unk>|<unk> He|was|them He|was|<unk> He|was|the It|<unk>|she He|got|it He|<unk>|in and|he|was He|took|them He|got|her He|got|to It|was|he It|<unk>|<comma> He|had|it He|<unk>|for He|would|<unk> And|it|was And|it|is <unk>|they|<unk> He|said|<comma> They|<unk>|<comma> He|sort|of This|was|they He|<unk>|this He|was|a This|was|she He|got|them You|know|they So|he|got He|<unk>|on It|was|her They|<unk>|was He|<unk>|a He|started|to This|was|it Now|<comma>|he He|told|them They|<unk>|<unk> It|<unk>|: He|told|her It|<unk>|. <unk>|she|was And|he|got This|is|<unk> He|gave|it He|gave|of He|<unk>|its He|was|these He|called|her He|gave|them He|<unk>|at They|<unk>|they He|did|she He|<unk>|you And|he|would And|he|gave He|gets|them <unk>|<comma>|he So|<comma>|he He|was|their He|<unk>|these It|was|this It|<unk>|to
